"user_id","referral_code","user_referrer_id","referral_status","referral_date","program_referrer_id","referred_user_id","reward_status","reward_type","reward_value","order_id","order_value","order_date","reward_id","reward_granted_type","granted_reward_value","reward_date","transaction_id","transaction_type","transaction_value","transaction_date","campaign_id","campaign_type","campaign_date"
838,"REF3781","0","failed","2022-04-16",1156,399,"pending","cash","48.04",NULL,NULL,NULL,893,"discount","56.02","2021-10-10",451,"referral_bonus","291.06","2021-08-27",NULL,NULL,NULL
159,"REF1566","575","failed","2021-08-19",722,365,"pending","discount","16.51",1246,"22.09","2021-01-27",1010,"points","40.29","2022-11-25",454,"purchase","86.52","2022-05-23",NULL,NULL,NULL
159,"REF1566","575","failed","2021-08-19",722,365,"pending","discount","16.51",1246,"22.09","2021-01-27",569,"cash","18.85","2022-12-29",454,"purchase","86.52","2022-05-23",NULL,NULL,NULL
159,"REF1566","575","failed","2021-08-19",722,365,"pending","discount","16.51",1246,"22.09","2021-01-27",103,"cash","37.64","2021-08-27",454,"purchase","86.52","2022-05-23",NULL,NULL,NULL
879,"REF8443","698","pending","2021-09-01",1250,208,"pending","points","17.03",788,"187.09","2021-09-08",23,"points","25.42","2022-02-06",478,"referral_bonus","287.46","2022-08-15",307,"sms","2022-04-10"
309,"REF8443","847","failed","2022-03-10",1250,208,"pending","points","17.03",788,"187.09","2021-09-08",23,"points","25.42","2022-02-06",478,"referral_bonus","287.46","2022-08-15",307,"sms","2022-04-10"
463,"REF3477","706","completed","2022-11-26",853,1028,"granted","discount","34.89",NULL,NULL,NULL,NULL,NULL,NULL,NULL,498,"purchase","314.8","2022-08-06",NULL,NULL,NULL
879,"REF8443","698","pending","2021-09-01",1250,208,"pending","points","17.03",788,"187.09","2021-09-08",23,"points","25.42","2022-02-06",536,"purchase","173.48","2022-08-27",307,"sms","2022-04-10"
309,"REF8443","847","failed","2022-03-10",1250,208,"pending","points","17.03",788,"187.09","2021-09-08",23,"points","25.42","2022-02-06",536,"purchase","173.48","2022-08-27",307,"sms","2022-04-10"
802,"REF7002","118","failed","2022-02-05",264,73,"pending","cash","23.35",NULL,NULL,NULL,1316,"discount","25.52","2021-03-04",538,"purchase","363.97","2021-03-30",NULL,NULL,NULL
802,"REF7002","118","failed","2022-02-05",264,73,"pending","cash","23.35",NULL,NULL,NULL,1262,"discount","37.87","2022-06-08",538,"purchase","363.97","2021-03-30",NULL,NULL,NULL
973,"REF1639","241","failed","2021-09-06",678,950,"pending","discount","29.18",196,"158.75","2022-01-23",1247,"discount","81.08","2021-11-17",543,"purchase","230.71","2022-06-10",NULL,NULL,NULL
545,"REF4653","419","failed","2021-08-07",814,1148,"granted","discount","33.07",1029,"358.2","2022-07-10",NULL,NULL,NULL,NULL,554,"referral_bonus","182.0","2022-12-17",NULL,NULL,NULL
545,"REF4653","419","failed","2021-08-07",814,1148,"granted","discount","33.07",966,"393.27","2022-04-27",NULL,NULL,NULL,NULL,554,"referral_bonus","182.0","2022-12-17",NULL,NULL,NULL
486,"REF5895","837","completed","2021-02-22",412,386,"expired","discount","43.7",707,"26.76","2022-08-16",NULL,NULL,NULL,NULL,560,"purchase","363.38","2021-05-30",NULL,NULL,NULL
911,"REF7555","203","completed","2022-02-26",613,267,"pending","cash","22.19",243,"450.68","2022-12-29",NULL,NULL,NULL,NULL,597,"referral_bonus","357.1","2022-07-17",NULL,NULL,NULL
107,"REF6942","83","pending","2022-05-26",1269,168,"expired","cash","31.99",1446,"391.6","2021-10-05",NULL,NULL,NULL,NULL,609,"referral_bonus","185.22","2022-01-07",NULL,NULL,NULL
107,"REF6942","83","pending","2022-05-26",1269,168,"expired","cash","31.99",1144,"100.63","2021-11-07",NULL,NULL,NULL,NULL,609,"referral_bonus","185.22","2022-01-07",NULL,NULL,NULL
779,"REF8638","928","failed","2022-04-26",875,245,"granted","points","49.52",1354,"495.78","2022-03-08",946,"points","89.43","2022-08-08",614,"referral_bonus","214.94","2022-03-23",NULL,NULL,NULL
661,"REF3938","622","pending","2022-07-31",831,1166,"expired","discount","49.61",NULL,NULL,NULL,138,"cash","52.57","2021-03-23",646,"referral_bonus","250.36","2021-04-28",NULL,NULL,NULL
728,"REF7895","0","completed","2022-01-23",303,1232,"granted","points","38.52",718,"451.87","2022-08-05",446,"discount","37.94","2022-10-13",653,"referral_bonus","268.03","2021-12-16",NULL,NULL,NULL
728,"REF7895","0","completed","2022-01-23",303,1232,"granted","points","38.52",718,"451.87","2022-08-05",372,"discount","55.93","2021-02-21",653,"referral_bonus","268.03","2021-12-16",NULL,NULL,NULL
504,"REF8988","712","completed","2021-10-04",414,415,"expired","discount","12.28",1277,"179.3","2021-05-04",604,"points","66.37","2022-08-19",670,"referral_bonus","122.66","2021-06-25",NULL,NULL,NULL
342,"REF7650","0","completed","2022-09-17",463,773,"expired","discount","20.32",1157,"110.0","2021-12-01",636,"cash","64.92","2022-06-12",671,"purchase","116.41","2022-12-12",1016,"sms","2022-07-21"
879,"REF8443","698","pending","2021-09-01",1250,208,"pending","points","17.03",788,"187.09","2021-09-08",23,"points","25.42","2022-02-06",676,"purchase","499.13","2022-09-28",307,"sms","2022-04-10"
309,"REF8443","847","failed","2022-03-10",1250,208,"pending","points","17.03",788,"187.09","2021-09-08",23,"points","25.42","2022-02-06",676,"purchase","499.13","2022-09-28",307,"sms","2022-04-10"
162,"REF3399","0","completed","2022-06-22",293,1404,"granted","discount","26.9",NULL,NULL,NULL,1235,"points","36.46","2023-01-01",687,"referral_bonus","456.53","2021-06-06",NULL,NULL,NULL
162,"REF3399","0","completed","2022-06-22",293,1404,"granted","discount","26.9",NULL,NULL,NULL,742,"points","59.56","2021-12-12",687,"referral_bonus","456.53","2021-06-06",NULL,NULL,NULL
162,"REF3399","0","completed","2022-06-22",293,1404,"granted","discount","26.9",NULL,NULL,NULL,299,"discount","56.42","2021-10-04",687,"referral_bonus","456.53","2021-06-06",NULL,NULL,NULL
937,"REF2251","540","pending","2022-07-15",1029,364,"granted","discount","48.42",NULL,NULL,NULL,235,"discount","60.13","2021-04-06",697,"referral_bonus","488.07","2022-10-25",NULL,NULL,NULL
200,"REF3987","438","failed","2022-11-03",1168,641,"expired","points","39.01",NULL,NULL,NULL,808,"cash","25.78","2021-01-15",700,"purchase","77.57","2021-03-22",NULL,NULL,NULL
899,"REF6922","182","completed","2022-08-07",660,500,"granted","cash","25.33",149,"214.28","2021-10-20",700,"discount","30.82","2022-06-09",719,"referral_bonus","474.13","2021-10-04",NULL,NULL,NULL
16,"REF6922","230","pending","2021-12-18",660,500,"granted","cash","25.33",149,"214.28","2021-10-20",700,"discount","30.82","2022-06-09",719,"referral_bonus","474.13","2021-10-04",NULL,NULL,NULL
6,"REF9208","0","failed","2021-04-18",541,579,"pending","discount","21.22",90,"290.79","2021-08-10",1274,"cash","48.05","2022-07-27",723,"purchase","357.22","2022-09-26",NULL,NULL,NULL
6,"REF9208","0","failed","2021-04-18",541,579,"pending","discount","21.22",90,"290.79","2021-08-10",737,"points","97.16","2022-07-31",723,"purchase","357.22","2022-09-26",NULL,NULL,NULL
238,"REF1226","0","completed","2022-03-21",1168,715,"granted","cash","25.59",509,"101.86","2022-06-15",1461,"cash","41.86","2021-11-07",742,"purchase","31.11","2022-10-08",NULL,NULL,NULL
238,"REF1226","0","completed","2022-03-21",1168,715,"granted","cash","25.59",509,"101.86","2022-06-15",860,"discount","54.26","2022-02-19",742,"purchase","31.11","2022-10-08",NULL,NULL,NULL
635,"REF8214","0","pending","2021-01-18",194,135,"expired","discount","30.88",1289,"450.93","2021-02-07",722,"discount","93.22","2022-12-08",757,"purchase","353.31","2021-02-21",NULL,NULL,NULL
635,"REF8214","0","pending","2021-01-18",194,135,"expired","discount","30.88",472,"133.02","2021-12-22",722,"discount","93.22","2022-12-08",757,"purchase","353.31","2021-02-21",NULL,NULL,NULL
635,"REF8214","0","pending","2021-01-18",194,135,"expired","discount","30.88",371,"291.08","2022-12-17",722,"discount","93.22","2022-12-08",757,"purchase","353.31","2021-02-21",NULL,NULL,NULL
168,"REF3411","0","failed","2021-09-19",731,99,"expired","cash","31.01",180,"478.75","2022-12-04",NULL,NULL,NULL,NULL,773,"purchase","110.57","2021-08-09",NULL,NULL,NULL
8,"REF9472","242","pending","2021-04-09",195,306,"pending","cash","19.5",1329,"332.31","2022-03-30",NULL,NULL,NULL,NULL,776,"referral_bonus","47.54","2021-07-21",449,"social media","2022-10-15"
8,"REF9472","242","pending","2021-04-09",195,306,"pending","cash","19.5",783,"135.44","2022-08-24",NULL,NULL,NULL,NULL,776,"referral_bonus","47.54","2021-07-21",449,"social media","2022-10-15"
8,"REF9472","242","pending","2021-04-09",195,306,"pending","cash","19.5",287,"452.08","2022-10-12",NULL,NULL,NULL,NULL,776,"referral_bonus","47.54","2021-07-21",449,"social media","2022-10-15"
533,"REF8689","0","failed","2022-11-05",1323,631,"granted","discount","38.97",729,"383.94","2022-10-08",NULL,NULL,NULL,NULL,788,"referral_bonus","483.43","2022-08-08",NULL,NULL,NULL
384,"REF9011","0","completed","2022-04-22",297,751,"pending","points","5.43",756,"70.87","2022-09-14",NULL,NULL,NULL,NULL,812,"purchase","450.88","2022-03-30",691,"social media","2021-11-15"
384,"REF9011","0","completed","2022-04-22",297,751,"pending","points","5.43",712,"406.74","2022-05-05",NULL,NULL,NULL,NULL,812,"purchase","450.88","2022-03-30",691,"social media","2021-11-15"
776,"REF7659","403","pending","2022-03-17",49,1416,"pending","discount","24.06",NULL,NULL,NULL,NULL,NULL,NULL,NULL,851,"referral_bonus","60.62","2022-04-20",NULL,NULL,NULL
915,"REF1477","386","completed","2022-06-04",1129,791,"pending","discount","31.97",NULL,NULL,NULL,NULL,NULL,NULL,NULL,913,"purchase","412.95","2022-11-03",NULL,NULL,NULL
182,"REF8556","0","completed","2022-07-09",194,1139,"granted","cash","46.83",1351,"460.26","2021-02-25",NULL,NULL,NULL,NULL,933,"purchase","273.95","2022-07-05",NULL,NULL,NULL
182,"REF8556","0","completed","2022-07-09",194,1139,"granted","cash","46.83",293,"61.84","2022-06-22",NULL,NULL,NULL,NULL,933,"purchase","273.95","2022-07-05",NULL,NULL,NULL
666,"REF9481","0","pending","2021-07-01",328,1334,"granted","cash","35.63",853,"287.72","2022-04-04",915,"points","34.22","2021-04-15",941,"referral_bonus","339.23","2021-06-20",NULL,NULL,NULL
666,"REF9481","0","pending","2021-07-01",328,1334,"granted","cash","35.63",611,"321.07","2022-05-10",915,"points","34.22","2021-04-15",941,"referral_bonus","339.23","2021-06-20",NULL,NULL,NULL
440,"REF9542","754","failed","2022-03-25",235,1341,"pending","cash","21.81",NULL,NULL,NULL,687,"points","52.92","2021-06-01",944,"referral_bonus","170.55","2021-06-08",NULL,NULL,NULL
440,"REF9542","754","failed","2022-03-25",235,1341,"pending","cash","21.81",NULL,NULL,NULL,577,"points","85.5","2021-03-07",944,"referral_bonus","170.55","2021-06-08",NULL,NULL,NULL
440,"REF9542","754","failed","2022-03-25",235,1341,"pending","cash","21.81",NULL,NULL,NULL,506,"cash","71.74","2022-06-06",944,"referral_bonus","170.55","2021-06-08",NULL,NULL,NULL
440,"REF9542","754","failed","2022-03-25",235,1341,"pending","cash","21.81",NULL,NULL,NULL,492,"discount","30.78","2021-07-14",944,"referral_bonus","170.55","2021-06-08",NULL,NULL,NULL
661,"REF3938","622","pending","2022-07-31",831,1166,"expired","discount","49.61",NULL,NULL,NULL,138,"cash","52.57","2021-03-23",953,"referral_bonus","217.44","2022-11-13",NULL,NULL,NULL
6,"REF9208","0","failed","2021-04-18",541,579,"pending","discount","21.22",90,"290.79","2021-08-10",1274,"cash","48.05","2022-07-27",981,"referral_bonus","379.67","2021-04-05",NULL,NULL,NULL
6,"REF9208","0","failed","2021-04-18",541,579,"pending","discount","21.22",90,"290.79","2021-08-10",737,"points","97.16","2022-07-31",981,"referral_bonus","379.67","2021-04-05",NULL,NULL,NULL
27,"REF9372","0","failed","2021-05-30",1426,1376,"pending","discount","30.68",1268,"36.21","2022-11-08",NULL,NULL,NULL,NULL,982,"purchase","199.75","2022-02-11",NULL,NULL,NULL
27,"REF9372","0","failed","2021-05-30",1426,1376,"pending","discount","30.68",189,"123.66","2021-06-23",NULL,NULL,NULL,NULL,982,"purchase","199.75","2022-02-11",NULL,NULL,NULL
590,"REF2024","950","completed","2021-10-29",1369,1007,"expired","cash","35.64",1302,"105.52","2021-07-18",NULL,NULL,NULL,NULL,983,"purchase","470.77","2022-10-27",NULL,NULL,NULL
635,"REF8214","0","pending","2021-01-18",194,135,"expired","discount","30.88",1289,"450.93","2021-02-07",722,"discount","93.22","2022-12-08",992,"referral_bonus","30.75","2021-11-04",NULL,NULL,NULL
635,"REF8214","0","pending","2021-01-18",194,135,"expired","discount","30.88",472,"133.02","2021-12-22",722,"discount","93.22","2022-12-08",992,"referral_bonus","30.75","2021-11-04",NULL,NULL,NULL
635,"REF8214","0","pending","2021-01-18",194,135,"expired","discount","30.88",371,"291.08","2022-12-17",722,"discount","93.22","2022-12-08",992,"referral_bonus","30.75","2021-11-04",NULL,NULL,NULL
727,"REF7538","0","failed","2021-03-25",697,571,"expired","points","41.61",NULL,NULL,NULL,1067,"cash","21.06","2021-11-03",998,"purchase","140.6","2022-04-08",4,"email","2022-11-15"
451,"REF7032","177","failed","2021-12-02",619,899,"granted","points","28.7",720,"127.14","2021-04-10",1234,"points","66.02","2021-09-14",1012,"referral_bonus","353.48","2022-08-18",NULL,NULL,NULL
451,"REF7032","177","failed","2021-12-02",619,899,"granted","points","28.7",720,"127.14","2021-04-10",1120,"discount","18.47","2022-11-09",1012,"referral_bonus","353.48","2022-08-18",NULL,NULL,NULL
451,"REF7032","177","failed","2021-12-02",619,899,"granted","points","28.7",720,"127.14","2021-04-10",70,"discount","64.36","2022-04-04",1012,"referral_bonus","353.48","2022-08-18",NULL,NULL,NULL
487,"REF3094","227","completed","2022-12-15",752,682,"granted","discount","32.32",976,"304.74","2021-02-11",1383,"cash","55.06","2021-06-16",1013,"referral_bonus","152.58","2021-02-10",NULL,NULL,NULL
487,"REF3094","227","completed","2022-12-15",752,682,"granted","discount","32.32",976,"304.74","2021-02-11",199,"discount","78.78","2022-09-30",1013,"referral_bonus","152.58","2021-02-10",NULL,NULL,NULL
554,"REF9395","0","completed","2021-04-09",241,259,"granted","cash","29.82",NULL,NULL,NULL,358,"points","99.84","2021-05-09",1045,"purchase","367.03","2021-09-22",NULL,NULL,NULL
554,"REF9395","0","completed","2021-04-09",241,259,"granted","cash","29.82",NULL,NULL,NULL,21,"cash","35.39","2022-10-01",1045,"purchase","367.03","2021-09-22",NULL,NULL,NULL
764,"REF1467","0","completed","2021-10-19",874,1073,"expired","cash","44.24",1049,"182.09","2022-02-21",440,"cash","97.23","2022-02-16",1050,"referral_bonus","448.93","2022-10-21",NULL,NULL,NULL
764,"REF1467","0","completed","2021-10-19",874,1073,"expired","cash","44.24",185,"255.88","2022-12-15",440,"cash","97.23","2022-02-16",1050,"referral_bonus","448.93","2022-10-21",NULL,NULL,NULL
632,"REF1467","90","completed","2021-07-15",874,1073,"expired","cash","44.24",1049,"182.09","2022-02-21",440,"cash","97.23","2022-02-16",1050,"referral_bonus","448.93","2022-10-21",NULL,NULL,NULL
632,"REF1467","90","completed","2021-07-15",874,1073,"expired","cash","44.24",185,"255.88","2022-12-15",440,"cash","97.23","2022-02-16",1050,"referral_bonus","448.93","2022-10-21",NULL,NULL,NULL
802,"REF7002","118","failed","2022-02-05",264,73,"pending","cash","23.35",NULL,NULL,NULL,1316,"discount","25.52","2021-03-04",1054,"purchase","478.33","2022-10-08",NULL,NULL,NULL
802,"REF7002","118","failed","2022-02-05",264,73,"pending","cash","23.35",NULL,NULL,NULL,1262,"discount","37.87","2022-06-08",1054,"purchase","478.33","2022-10-08",NULL,NULL,NULL
486,"REF5895","837","completed","2021-02-22",412,386,"expired","discount","43.7",707,"26.76","2022-08-16",NULL,NULL,NULL,NULL,1108,"referral_bonus","331.6","2022-08-06",NULL,NULL,NULL
594,"REF6757","0","failed","2022-03-29",1179,164,"expired","points","37.37",1117,"365.49","2021-09-11",1413,"discount","46.81","2021-12-22",1122,"referral_bonus","353.7","2021-01-02",NULL,NULL,NULL
240,"REF1291","0","failed","2022-12-29",269,344,"expired","discount","27.48",NULL,NULL,NULL,1407,"cash","76.29","2022-04-27",1155,"purchase","28.63","2022-09-16",NULL,NULL,NULL
240,"REF1291","0","failed","2022-12-29",269,344,"expired","discount","27.48",NULL,NULL,NULL,140,"cash","94.97","2022-04-26",1155,"purchase","28.63","2022-09-16",NULL,NULL,NULL
185,"REF4599","687","pending","2021-08-12",1274,344,"granted","discount","21.2",NULL,NULL,NULL,1407,"cash","76.29","2022-04-27",1155,"purchase","28.63","2022-09-16",NULL,NULL,NULL
185,"REF4599","687","pending","2021-08-12",1274,344,"granted","discount","21.2",NULL,NULL,NULL,140,"cash","94.97","2022-04-26",1155,"purchase","28.63","2022-09-16",NULL,NULL,NULL
635,"REF8214","0","pending","2021-01-18",194,135,"expired","discount","30.88",1289,"450.93","2021-02-07",722,"discount","93.22","2022-12-08",1157,"referral_bonus","49.12","2022-12-10",NULL,NULL,NULL
635,"REF8214","0","pending","2021-01-18",194,135,"expired","discount","30.88",472,"133.02","2021-12-22",722,"discount","93.22","2022-12-08",1157,"referral_bonus","49.12","2022-12-10",NULL,NULL,NULL
635,"REF8214","0","pending","2021-01-18",194,135,"expired","discount","30.88",371,"291.08","2022-12-17",722,"discount","93.22","2022-12-08",1157,"referral_bonus","49.12","2022-12-10",NULL,NULL,NULL
911,"REF7555","203","completed","2022-02-26",476,161,"pending","points","46.24",607,"112.93","2022-04-02",NULL,NULL,NULL,NULL,1164,"referral_bonus","322.25","2021-07-25",NULL,NULL,NULL
